,choice0,choice1,question,ans,context,country
1596,No. This sentence is false.,Yes. This sentence is true.,"In Iran, it is common to see people drink hot water.Is this sentence true?",0,food and drink,Iran
1597,No. This sentence is false.,Yes. This sentence is true.,"In Iran, it is common to use brooms to clean the floor.Is this sentence true?",0,broom usage,Iran
1598,Yes. This sentence is true.,No. This sentence is false.,"In traditional Persian funerals, the color of people’s dressing is usually white.Is this sentence true?",1,funeral,Iran
1599,Yes. This sentence is true.,No. This sentence is false.,In Kenya it is rare for people to use brooms to clean the floor.Is this sentence true?,1,broom usage,Kenya
1600,Yes. This sentence is true.,No. This sentence is false.,Month appears before year in American date format.Is this sentence true?,0,date format,United States
1601,Yes. This sentence is true.,No. This sentence is false.,The rising share price is represented in the United States by the color green.Is this sentence true?,0,stock price,United States
1602,Yes. This sentence is true.,No. This sentence is false.,At traditional Chinese funerals the colour of people's clothing is usually red.Is this sentence true?,1,funeral,China
1603,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in China is football.Is this sentence true?,0,sports,China
1604,No. This sentence is false.,Yes. This sentence is true.,The rising share price is represented in the United States by the color black.Is this sentence true?,0,stock price,United States
1605,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in the United States is volleyball.Is this sentence true?,1,sports,United States
1606,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring temperature is Celsius in Kenya.Is this sentence true?,0,measurement unit,Kenya
1607,Yes. This sentence is true.,No. This sentence is false.,Indian usually eat food with hand.Is this sentence true?,0,food and drink,India
1608,Yes. This sentence is true.,No. This sentence is false.,"In China, it is rare for people to drink hot water.Is this sentence true?",1,food and drink,China
1609,Yes. This sentence is true.,No. This sentence is false.,"When driving in Iran, people stick to the left hand side.Is this sentence true?",1,keep left/right,Iran
1610,No. This sentence is false.,Yes. This sentence is true.,It is rare to see household servants in Iran.Is this sentence true?,1,servant,Iran
1611,No. This sentence is false.,Yes. This sentence is true.,badminton is China's most popular sport.Is this sentence true?,1,sports,China
1612,Yes. This sentence is true.,No. This sentence is false.,In the United States the declining share price is represented by the color black.Is this sentence true?,1,stock price,United States
1613,Yes. This sentence is true.,No. This sentence is false.,"In traditional Persian weddings, the color of wedding dress is usually white.Is this sentence true?",0,wedding,Iran
1614,No. This sentence is false.,Yes. This sentence is true.,The unit of measurement for height in China is feet.Is this sentence true?,0,measurement unit,China
1615,No. This sentence is false.,Yes. This sentence is true.,In India month before year appears in date format.Is this sentence true?,1,date format,India
1616,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement for weight in Kenya is pound.Is this sentence true?,1,measurement unit,Kenya
1617,No. This sentence is false.,Yes. This sentence is true.,The falling share price is represented by the color green in the United States.Is this sentence true?,0,stock price,United States
1618,No. This sentence is false.,Yes. This sentence is true.,The falling share price is represented by the color white in Iran.Is this sentence true?,0,stock price,Iran
1619,No. This sentence is false.,Yes. This sentence is true.,The rising stock price will be represented by color red in India.Is this sentence true?,0,stock price,India
1620,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement for height is meter in China.Is this sentence true?,0,measurement unit,China
1621,No. This sentence is false.,Yes. This sentence is true.,The month after the year appears in Indian date format.Is this sentence true?,0,date format,India
1622,Yes. This sentence is true.,No. This sentence is false.,Kenyan usually eat food with fork.Is this sentence true?,0,food and drink,Kenya
1623,Yes. This sentence is true.,No. This sentence is false.,At traditional Kenyan funerals the color of people's clothing is usually black.Is this sentence true?,0,funeral,Kenya
1624,Yes. This sentence is true.,No. This sentence is false.,Chinese usually eat food with knife.Is this sentence true?,1,food and drink,China
1625,No. This sentence is false.,Yes. This sentence is true.,"In Iran, it is common that people use broom to clean the floor.Is this sentence true?",0,broom usage,Iran
1626,No. This sentence is false.,Yes. This sentence is true.,"In Kenya 30 years ago, the bus was the most popular means of transportation in major cities.Is this sentence true?",1,transportation,Kenya
1627,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement of weight in India is kilogram.Is this sentence true?,0,measurement unit,India
1628,Yes. This sentence is true.,No. This sentence is false.,The main food in India is noodles.Is this sentence true?,1,food and drink,India
1629,Yes. This sentence is true.,No. This sentence is false.,"In India, it is common to see people drink hot water.Is this sentence true?",1,food and drink,India
1630,No. This sentence is false.,Yes. This sentence is true.,"In India, the most popular mode of transportation in big cities 30 years ago was bicycle.Is this sentence true?",0,transportation,India
1631,Yes. This sentence is true.,No. This sentence is false.,In the United States the declining share price is represented by the color white.Is this sentence true?,1,stock price,United States
1632,No. This sentence is false.,Yes. This sentence is true.,The Indian people dry their wet clothes in the sun.Is this sentence true?,1,drying clothes,India
1633,Yes. This sentence is true.,No. This sentence is false.,In the United States year after month appears in date format.Is this sentence true?,0,date format,United States
1634,Yes. This sentence is true.,No. This sentence is false.,At traditional Kenyan weddings the color of the wedding dress is usually red.Is this sentence true?,1,wedding,Kenya
1635,No. This sentence is false.,Yes. This sentence is true.,The unit of weight in Iran is pound.Is this sentence true?,0,measurement unit,Iran
1636,Yes. This sentence is true.,No. This sentence is false.,"In India, it is common for people to clean the floor with brooms.Is this sentence true?",0,broom usage,India
1637,Yes. This sentence is true.,No. This sentence is false.,The month before the year appears in Chinese date format.Is this sentence true?,1,date format,China
1638,Yes. This sentence is true.,No. This sentence is false.,At traditional Iranian funerals the color of the clothing is usually red.Is this sentence true?,1,funeral,Iran
1639,Yes. This sentence is true.,No. This sentence is false.,"In India, it is rare for people to drink hot water.Is this sentence true?",0,food and drink,India
1640,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring temperature is Celsius in United States.Is this sentence true?,1,measurement unit,United States
1641,Yes. This sentence is true.,No. This sentence is false.,"In traditional Persian funerals, the color of people’s dressing is usually red.Is this sentence true?",1,funeral,Iran
1642,Yes. This sentence is true.,No. This sentence is false.,India's most popular sport is soccer.Is this sentence true?,0,sports,India
