,mask,sentence,original prompt,country,context,candidate Ans,correct Ans,Ans,GPT-3 Pred,GPT-3 Pred (T/F/I),paraphrase,label
2869,At traditional Indian funerals the color of the clothing is usually <mask>.,At traditional Indian funerals the color of the clothing is usually green.,"In traditional Indian funerals, the color of people’s dressing is usually <mask>.",India,funeral,"red, yellow, blue, orange, green, violet, black, white",white,green,Not Reported,Not Reported,True,F
2870,In traditional Chinese weddings the color of the wedding dress is usually <mask>.,In traditional Chinese weddings the color of the wedding dress is usually red.,"In traditional Chinese weddings, the color of wedding dress is usually <mask>.",China,wedding,"red, yellow, blue, orange, green, violet, black, white",red,red,Not Reported,Not Reported,True,T
2871,It is <mask> to have household servants in the United States. ,It is common to have household servants in the United States. ,It is <mask> to have household servants in the United States. ,United States,servant,"common, rare",rare,common,rare,T,False,F
2872,In Iran it is <mask> for customers to pay tips after a meal.,In Iran it is common for customers to pay tips after a meal.,"In Iran, it is <mask> that customers will pay tips after the meal.",Iran,payment,"rare, common",rare,common,Not Reported,Not Reported,True,F
2873,Chinese people usually shower in the <mask>.,Chinese people usually shower in the morning.,Chinese people usually take shower in the <mask>.,China,shower time,"morning, noon, afternoon, evening",evening,morning,Not Reported,Not Reported,True,F
2874,The most popular sport in the United States is <mask>.,The most popular sport in the United States is basketball.,The most popular sports in United States is <mask>.,United States,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball, baseball",basketball,Not Reported,Not Reported,True,T
2875,Most of China is in <mask> areas.,Most of China is in polar areas.,Most part of China is in <mask> zone.,China,climate,"tropical, temperate, dry, continental, polar",temperate,polar,Not Reported,Not Reported,True,F
2876,The unit of height in China is <mask>.,The unit of height in China is centimeter.,The unit of measuring height is <mask> in China.,China,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","meter, centimeter",centimeter,Not Reported,Not Reported,True,T
2877,"In India, it is <mask> for people to share food when they go out to eat.","In India, it is common for people to share food when they go out to eat.","In India, it is <mask> for people to share their food when they eat out.",India,food and drink,"rare, common",common,common,Not Reported,Not Reported,True,T
2878,In traditional American weddings the color of the bridal dress is usually <mask>.,In traditional American weddings the color of the bridal dress is usually orange.,"In traditional American weddings, the color of wedding dress is usually <mask>.",United States,wedding,"red, yellow, blue, orange, green, violet, black, white",white,orange,Not Reported,Not Reported,True,F
2879,Most of Iran is in <mask> zones.,Most of Iran is in dry zones.,Most part of Iran is in <mask> zone.,Iran,climate,"tropical, temperate, dry, continental, polar",temperate,dry,Not Reported,Not Reported,True,F
2880,"In Iran 30 years ago, the <mask> was the most popular means of transport in the big cities.","In Iran 30 years ago, the car was the most popular means of transport in the big cities.","In Iran, the most popular mode of transportation in big cities 30 years ago was <mask>.",Iran,transportation,"car, bus, train, metro, bicycle, plane, ship, boat",car,car,Not Reported,Not Reported,True,T
2881,The month <mask> the year appears in American date format.,The month below the year appears in American date format.,"In United States, month appears <mask> year in the date format.",United States,date format,"before, after, below, above",before,below,Not Reported,Not Reported,True,F
2882,The main food in China is <mask>.,The main food in China is fruit.,The staple food in China is <mask>.,China,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, noodles",fruit,Not Reported,Not Reported,True,F
2883,Domestic servants are <mask> in China.,Domestic servants are rare in China.,It is <mask> to have household servants in China. ,China,servant,"common, rare",rare,rare,Not Reported,Not Reported,True,T
2884,"Normally, Iranian dry their wet cloths in the <mask>.","Normally, Iranian dry their wet cloths in the sun.",Iranian people dry their wet cloths in the <mask>.,Iran,drying clothes,"machines, sun",sun,sun,Not Reported,Not Reported,True,T
2885,Year appears <mask> month in Iranian date format.,Year appears above month in Iranian date format.,"In Iran, year appears <mask> month in the date format.",Iran,date format,"before, after, below, above",after,above,Not Reported,Not Reported,True,F
2886,"In China, the most popular mode of transportation in big cities 30 years ago was <mask>.","In China, the most popular mode of transportation in big cities 30 years ago was metro.","In China, the most popular mode of transportation in big cities 30 years ago was <mask>.",China,transportation,"car, bus, train, metro, bicycle, plane, ship, boat",bicycle,metro,bicycles,T,False,F
2887,The unit of measurement of weight in China is <mask>.,The unit of measurement of weight in China is ounce.,The unit of measuring weight is <mask> in China.,China,measurement unit,"ounce, pound, miligram, gram, kilogram",kilogram,ounce,Not Reported,Not Reported,True,F
2888,The most popular sport in India is <mask>.,The most popular sport in India is tabletennis.,The most popular sports in India is <mask>.,India,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","cricket, badminton, soccer",tabletennis,Not Reported,Not Reported,True,F
2889,"In India 30 years ago, the <mask> was the most popular means of transportation in the big cities.","In India 30 years ago, the boat was the most popular means of transportation in the big cities.","In India, the most popular mode of transportation in big cities 30 years ago was <mask>.",India,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, train",boat,Not Reported,Not Reported,True,F
2890,The dropping stock price will be represented by color <mask> in China.,The dropping stock price will be represented by color red in China.,The dropping stock price will be represented by color <mask> in China.,China,stock price,"red, yellow, blue, orange, green, violet, black, white",green,red,red,F,False,F
2891,In Kenya it is <mask> for customers to pay tips after a meal.,In Kenya it is rare for customers to pay tips after a meal.,"In Kenya, it is <mask> that customers will pay tips after the meal.",Kenya,payment,"rare, common",rare,rare,Not Reported,Not Reported,True,T
2892,People usually keep <mask> when driving in Kenya.,People usually keep middle when driving in Kenya.,People usually keep <mask> when driving in Kenya.,Kenya,keep left/right,"right, left, middle, anywhere",left,middle,The left side,T,False,F
2893,In India it is <mask> for customers to tip after a meal.,In India it is common for customers to tip after a meal.,"In India, it is <mask> that customers will pay tips after the meal.",India,payment,"rare, common",rare,common,Not Reported,Not Reported,True,F
2894,The dropping stock price will be represented by color <mask> in Kenya.,The dropping stock price will be represented by color green in Kenya.,The dropping stock price will be represented by color <mask> in Kenya.,Kenya,stock price,"red, yellow, blue, orange, green, violet, black, white",red,green,red,T,False,F
2895,"Normally, Chinese dry their wet cloths in the <mask>.","Normally, Chinese dry their wet cloths in the machines.",Chinese people dry their wet cloths in the <mask>.,China,drying clothes,"machines, sun",sun,machines,Not Reported,Not Reported,True,F
